Mod:Item:MetaData, Localized Name
tconstruct:materials:16, Silky Jewel
tconstruct:materials:17, Necrotic Bone
tconstruct:materials:18, Ball of Moss
tconstruct:materials:19, Mending Moss
tconstruct:materials:50, Creative Modifier
tconstruct:edible:0, Bacon
tconstruct:edible:1, Slimeball
tconstruct:edible:2, Slimeball
tconstruct:edible:3, Coagulated Blood
tconstruct:edible:4, Slimeball
tconstruct:edible:5, Slimeball
tconstruct:edible:10, Monster Jerky
tconstruct:edible:11, Beef Jerky
tconstruct:edible:12, Chicken Jerky
tconstruct:edible:13, Bacon Jerky
tconstruct:edible:14, Mutton Jerky
tconstruct:edible:15, Rabbit Jerky
tconstruct:edible:20, Fish Jerky
tconstruct:edible:21, Salmon Jerky
tconstruct:edible:22, Clownfish Jerky
tconstruct:edible:23, Fugu Jerky
tconstruct:edible:30, Gelatinous Slime Drop
tconstruct:edible:31, Gelatinous Slime Drop
tconstruct:edible:32, Gelatinous Slime Drop
tconstruct:edible:33, Coagulated Blood Drop
tconstruct:edible:34, Gelatinous Slime Drop
tconstruct:metal:0, Block of Cobalt
tconstruct:metal:1, Block of Ardite
tconstruct:metal:2, Block of Manyullyn
tconstruct:metal:3, Block of Knightslime
tconstruct:metal:4, Block of Pigiron
tconstruct:metal:6, Silky Block of Jewel
tconstruct:slime_dirt:0, Green Slimy Dirt
tconstruct:slime_dirt:1, Blue Slimy Dirt
tconstruct:slime_dirt:2, Purple Slimy Dirt
tconstruct:slime_dirt:3, Magma Slimy Dirt
tconstruct:slime_grass:0, Slimy Grass
tconstruct:slime_grass:1, Green Slimy Grass
tconstruct:slime_grass:2, Blue Slimy Grass
tconstruct:slime_grass:3, Purple Slimy Grass
tconstruct:slime_grass:4, Magma Slimy Grass
tconstruct:slime_grass:5, Slimy Grass
tconstruct:slime_grass:6, Green Slimy Grass
tconstruct:slime_grass:7, Blue Slimy Grass
tconstruct:slime_grass:8, Purple Slimy Grass
tconstruct:slime_grass:9, Magma Slimy Grass
tconstruct:slime_grass:10, Slimy Grass
tconstruct:slime_grass:11, Green Slimy Grass
tconstruct:slime_grass:12, Blue Slimy Grass
tconstruct:slime_grass:13, Purple Slimy Grass
tconstruct:slime_grass:14, Magma Slimy Grass
tconstruct:slime_leaves:0, Slimy Leaves
tconstruct:slime_leaves:1, Slimy Leaves
tconstruct:slime_leaves:2, Slimy Leaves
tconstruct:slime_grass_tall:0, Tall Slimy Grass
tconstruct:slime_grass_tall:4, Tall Slimy Grass
tconstruct:slime_grass_tall:8, Tall Slimy Grass
tconstruct:slime_grass_tall:1, Slimy Fern
tconstruct:slime_grass_tall:5, Slimy Fern
tconstruct:slime_grass_tall:9, Slimy Fern
tconstruct:slime_sapling:0, Blue Slime Sapling
tconstruct:slime_sapling:1, Purple Slime Sapling
tconstruct:slime_sapling:2, Magma Slime Sapling
tconstruct:slime_vine_blue_end:0, Blue Slimy Vine
tconstruct:slime_vine_blue_mid:0, Blue Slimy Vine
tconstruct:slime_vine_blue:0, Blue Slimy Vine
tconstruct:slime_vine_purple_end:0, Purple Slimy Vine
tconstruct:slime_vine_purple_mid:0, Purple Slimy Vine
tconstruct:slime_vine_purple:0, Purple Slimy Vine
tconstruct:pattern:0, Blank Pattern
tconstruct:pattern:0, Axe Head Pattern
tconstruct:pattern:0, Laser Medium Pattern
tconstruct:pattern:0, Sign Plate Pattern
tconstruct:pattern:0, Bowstring Pattern
tconstruct:pattern:0, Leggings Core Pattern
tconstruct:pattern:0, Helmet Core Pattern
tconstruct:pattern:0, Polishing Kit Pattern
tconstruct:pattern:0, Large Plate Pattern
tconstruct:pattern:0, Chestplate Core Pattern
tconstruct:pattern:0, Kama Head Pattern
tconstruct:pattern:0, Hammer Head Pattern
tconstruct:pattern:0, Sword Blade Pattern
tconstruct:pattern:0, Battery Cell Pattern
tconstruct:pattern:0, Cross Guard Pattern
tconstruct:pattern:0, Tough Tool Rod Pattern
tconstruct:pattern:0, Bowlimb Pattern
tconstruct:pattern:0, Armor Plates Pattern
tconstruct:pattern:0, Broad Axe Head Pattern
tconstruct:pattern:0, Large Sword Blade Pattern
tconstruct:pattern:0, Sharpening Kit Pattern
tconstruct:pattern:0, Shovel Head Pattern
tconstruct:pattern:0, Armor Trim Pattern
tconstruct:pattern:0, Wide Guard Pattern
tconstruct:pattern:0, Pipe Piece Pattern
tconstruct:pattern:0, Arrow Head Pattern
tconstruct:pattern:0, Binding Pattern
tconstruct:pattern:0, Excavator Head Pattern
tconstruct:pattern:0, Shard Pattern
tconstruct:pattern:0, Tool Rod Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Scythe Head Pattern
tconstruct:pattern:0, Boots Core Pattern
tconstruct:pattern:0, Tough Binding Pattern
tconstruct:pattern:0, Fletching Pattern
tconstruct:pattern:0, Knife Blade Pattern
tconstruct:pattern:0, Hand Guard Pattern
tconstruct:pattern:0, Pickaxe Head Pattern
tconstruct:pattern:0, Pan Pattern
tconstruct:shard:0, Wooden Shard
tconstruct:shard:0, Stone Shard
tconstruct:shard:0, Flint Shard
tconstruct:shard:0, Cactus Shard
tconstruct:shard:0, Bone Shard
tconstruct:shard:0, Obsidian Shard
tconstruct:shard:0, Prismarine Shard
tconstruct:shard:0, End Shard
tconstruct:shard:0, Paper Shard
tconstruct:shard:0, Sponge Shard
tconstruct:shard:0, Firewood Shard
tconstruct:shard:0, Iron Shard
tconstruct:shard:0, Pig Iron Shard
tconstruct:shard:0, Knightslime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Magma Slime Shard
tconstruct:shard:0, Netherrack Shard
tconstruct:shard:0, Cobalt Shard
tconstruct:shard:0, Ardite Shard
tconstruct:shard:0, Manyullyn Shard
tconstruct:shard:0, Copper Shard
tconstruct:shard:0, Bronze Shard
tconstruct:shard:0, Lead Shard
tconstruct:shard:0, Silver Shard
tconstruct:shard:0, Electrum Shard
tconstruct:shard:0, Steel Shard
tconstruct:shard:0, Treated Wood Shard
tconstruct:shard:0, Constantan Shard
tconstruct:shard:0, Ancient Metal Shard
tconstruct:shard:0, Tar Shard
tconstruct:shard:0, Boron Shard
tconstruct:shard:0, Tough Alloy Shard
tconstruct:shard:0, Hard Carbon Shard
tconstruct:shard:0, Boron Nitride Shard
tconstruct:shard:0, Thorium Shard
tconstruct:shard:0, Uranium Shard
tconstruct:shard:0, Magnesium Shard
tconstruct:shard:0, Chocolate Shard
tconstruct:shard:0, Alumite Shard
tconstruct:shard:0, Nickel Shard
tconstruct:shard:0, Invar Shard
tconstruct:shard:0, Iridium Shard
tconstruct:shard:0, Sapphire Shard
tconstruct:shard:0, Ruby Shard
tconstruct:shard:0, Peridot Shard
tconstruct:shard:0, Malachite Shard
tconstruct:shard:0, Amber Shard
tconstruct:shard:0, Topaz Shard
tconstruct:shard:0, Tanzanite Shard
tconstruct:shard:0, Amethyst Shard
tconstruct:shard:0, Psimetal Shard
tconstruct:shard:0, Psigem Shard
tconstruct:shard:0, Certus Quartz Shard
tconstruct:shard:0, Fluix Crystal Shard
tconstruct:shard:0, Aluminium Shard
tconstruct:shard:0, Chrome Shard
tconstruct:shard:0, Manganese Shard
tconstruct:shard:0, Molybdenum Shard
tconstruct:shard:0, Neodymium Shard
tconstruct:shard:0, Darmstadtium Shard
tconstruct:shard:0, Osmium Shard
tconstruct:shard:0, Palladium Shard
tconstruct:shard:0, Titanium Shard
tconstruct:shard:0, Tungsten Shard
tconstruct:shard:0, Uranium-235 Shard
tconstruct:shard:0, Brass Shard
tconstruct:shard:0, Magnalium Shard
tconstruct:shard:0, Stainless Steel Shard
tconstruct:shard:0, Ultimet Shard
tconstruct:shard:0, Wrought Iron Shard
tconstruct:shard:0, Osmiridium Shard
tconstruct:shard:0, Sterling Siver Shard
tconstruct:shard:0, Rose Gold Shard
tconstruct:shard:0, Black Bronze Shard
tconstruct:shard:0, Bismuth Bronze Shard
tconstruct:shard:0, Black Steel Shard
tconstruct:shard:0, Red Steel Shard
tconstruct:shard:0, Blue Steel Shard
tconstruct:shard:0, Damascus Steel Shard
tconstruct:shard:0, Tungstensteel Shard
tconstruct:shard:0, Cobalt Brass Shard
tconstruct:shard:0, Tungsten Carbide Shard
tconstruct:shard:0, Vanadiumsteel Shard
tconstruct:shard:0, HSS-G Shard
tconstruct:shard:0, HSS-E Shard
tconstruct:shard:0, HSS-S Shard
tconstruct:shard:0, Naquadah Shard
tconstruct:shard:0, Naquadah Alloy Shard
tconstruct:shard:0, Enriched Naquadah Shard
tconstruct:shard:0, Tritanium Shard
tconstruct:shard:0, Duranium Shard
tconstruct:shard:0, Neutronium Shard
tconstruct:shard:0, Blue Topaz Shard
tconstruct:shard:0, Diamond Shard
tconstruct:shard:0, Emerald Shard
tconstruct:shard:0, Green Sapphire Shard
tconstruct:shard:0, Olivine Shard
tconstruct:shard:0, Opal Shard
tconstruct:shard:0, Red Garnet Shard
tconstruct:shard:0, Yellow Garnet Shard
tconstruct:shard:0, Vinteum Shard
tconstruct:shard:0, Bloodwood Shard
tconstruct:shard:0, Fusewood Shard
tconstruct:shard:0, Ghostwood Shard
tconstruct:shard:0, Darkwood Shard
tconstruct:shard:0, Emerald Shard
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Paper Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Treated Wood Sharpening Kit
tconstruct:sharpening_kit:0, Constantan Sharpening Kit
tconstruct:sharpening_kit:0, Ancient Metal Sharpening Kit
tconstruct:sharpening_kit:0, Tar Sharpening Kit
tconstruct:sharpening_kit:0, Boron Sharpening Kit
tconstruct:sharpening_kit:0, Tough Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Hard Carbon Sharpening Kit
tconstruct:sharpening_kit:0, Boron Nitride Sharpening Kit
tconstruct:sharpening_kit:0, Thorium Sharpening Kit
tconstruct:sharpening_kit:0, Uranium Sharpening Kit
tconstruct:sharpening_kit:0, Magnesium Sharpening Kit
tconstruct:sharpening_kit:0, Chocolate Sharpening Kit
tconstruct:sharpening_kit:0, Alumite Sharpening Kit
tconstruct:sharpening_kit:0, Nickel Sharpening Kit
tconstruct:sharpening_kit:0, Invar Sharpening Kit
tconstruct:sharpening_kit:0, Iridium Sharpening Kit
tconstruct:sharpening_kit:0, Sapphire Sharpening Kit
tconstruct:sharpening_kit:0, Ruby Sharpening Kit
tconstruct:sharpening_kit:0, Peridot Sharpening Kit
tconstruct:sharpening_kit:0, Malachite Sharpening Kit
tconstruct:sharpening_kit:0, Amber Sharpening Kit
tconstruct:sharpening_kit:0, Topaz Sharpening Kit
tconstruct:sharpening_kit:0, Tanzanite Sharpening Kit
tconstruct:sharpening_kit:0, Amethyst Sharpening Kit
tconstruct:sharpening_kit:0, Psimetal Sharpening Kit
tconstruct:sharpening_kit:0, Psigem Sharpening Kit
tconstruct:sharpening_kit:0, Certus Quartz Sharpening Kit
tconstruct:sharpening_kit:0, Fluix Crystal Sharpening Kit
tconstruct:sharpening_kit:0, Aluminium Sharpening Kit
tconstruct:sharpening_kit:0, Chrome Sharpening Kit
tconstruct:sharpening_kit:0, Manganese Sharpening Kit
tconstruct:sharpening_kit:0, Molybdenum Sharpening Kit
tconstruct:sharpening_kit:0, Neodymium Sharpening Kit
tconstruct:sharpening_kit:0, Darmstadtium Sharpening Kit
tconstruct:sharpening_kit:0, Osmium Sharpening Kit
tconstruct:sharpening_kit:0, Palladium Sharpening Kit
tconstruct:sharpening_kit:0, Titanium Sharpening Kit
tconstruct:sharpening_kit:0, Tungsten Sharpening Kit
tconstruct:sharpening_kit:0, Uranium-235 Sharpening Kit
tconstruct:sharpening_kit:0, Brass Sharpening Kit
tconstruct:sharpening_kit:0, Magnalium Sharpening Kit
tconstruct:sharpening_kit:0, Stainless Steel Sharpening Kit
tconstruct:sharpening_kit:0, Ultimet Sharpening Kit
tconstruct:sharpening_kit:0, Wrought Iron Sharpening Kit
tconstruct:sharpening_kit:0, Osmiridium Sharpening Kit
tconstruct:sharpening_kit:0, Sterling Siver Sharpening Kit
tconstruct:sharpening_kit:0, Rose Gold Sharpening Kit
tconstruct:sharpening_kit:0, Black Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Bismuth Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Black Steel Sharpening Kit
tconstruct:sharpening_kit:0, Red Steel Sharpening Kit
tconstruct:sharpening_kit:0, Blue Steel Sharpening Kit
tconstruct:sharpening_kit:0, Damascus Steel Sharpening Kit
tconstruct:sharpening_kit:0, Tungstensteel Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Brass Sharpening Kit
tconstruct:sharpening_kit:0, Tungsten Carbide Sharpening Kit
tconstruct:sharpening_kit:0, Vanadiumsteel Sharpening Kit
tconstruct:sharpening_kit:0, HSS-G Sharpening Kit
tconstruct:sharpening_kit:0, HSS-E Sharpening Kit
tconstruct:sharpening_kit:0, HSS-S Sharpening Kit
tconstruct:sharpening_kit:0, Naquadah Sharpening Kit
tconstruct:sharpening_kit:0, Naquadah Alloy Sharpening Kit
tconstruct:sharpening_kit:0, Enriched Naquadah Sharpening Kit
tconstruct:sharpening_kit:0, Tritanium Sharpening Kit
tconstruct:sharpening_kit:0, Duranium Sharpening Kit
tconstruct:sharpening_kit:0, Neutronium Sharpening Kit
tconstruct:sharpening_kit:0, Blue Topaz Sharpening Kit
tconstruct:sharpening_kit:0, Diamond Sharpening Kit
tconstruct:sharpening_kit:0, Emerald Sharpening Kit
tconstruct:sharpening_kit:0, Green Sapphire Sharpening Kit
tconstruct:sharpening_kit:0, Olivine Sharpening Kit
tconstruct:sharpening_kit:0, Opal Sharpening Kit
tconstruct:sharpening_kit:0, Red Garnet Sharpening Kit
tconstruct:sharpening_kit:0, Yellow Garnet Sharpening Kit
tconstruct:sharpening_kit:0, Vinteum Sharpening Kit
tconstruct:sharpening_kit:0, Bloodwood Sharpening Kit
tconstruct:sharpening_kit:0, Fusewood Sharpening Kit
tconstruct:sharpening_kit:0, Ghostwood Sharpening Kit
tconstruct:sharpening_kit:0, Darkwood Sharpening Kit
tconstruct:sharpening_kit:0, Emerald Sharpening Kit
tconstruct:pick_head:0, Wooden Pickaxe Head
tconstruct:pick_head:0, Stone Pickaxe Head
tconstruct:pick_head:0, Flint Pickaxe Head
tconstruct:pick_head:0, Cactus Pickaxe Head
tconstruct:pick_head:0, Bone Pickaxe Head
tconstruct:pick_head:0, Obsidian Pickaxe Head
tconstruct:pick_head:0, Prismarine Pickaxe Head
tconstruct:pick_head:0, End Pickaxe Head
tconstruct:pick_head:0, Paper Pickaxe Head
tconstruct:pick_head:0, Sponge Pickaxe Head
tconstruct:pick_head:0, Firewood Pickaxe Head
tconstruct:pick_head:0, Iron Pickaxe Head
tconstruct:pick_head:0, Pig Iron Pickaxe Head
tconstruct:pick_head:0, Knightslime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Slime Pickaxe Head
tconstruct:pick_head:0, Magma Slime Pickaxe Head
tconstruct:pick_head:0, Netherrack Pickaxe Head
tconstruct:pick_head:0, Cobalt Pickaxe Head
tconstruct:pick_head:0, Ardite Pickaxe Head
tconstruct:pick_head:0, Manyullyn Pickaxe Head
tconstruct:pick_head:0, Copper Pickaxe Head
tconstruct:pick_head:0, Bronze Pickaxe Head
tconstruct:pick_head:0, Lead Pickaxe Head
tconstruct:pick_head:0, Silver Pickaxe Head
tconstruct:pick_head:0, Electrum Pickaxe Head
tconstruct:pick_head:0, Steel Pickaxe Head
tconstruct:pick_head:0, Treated Wood Pickaxe Head
tconstruct:pick_head:0, Constantan Pickaxe Head
tconstruct:pick_head:0, Ancient Metal Pickaxe Head
tconstruct:pick_head:0, Tar Pickaxe Head
tconstruct:pick_head:0, Boron Pickaxe Head
tconstruct:pick_head:0, Tough Alloy Pickaxe Head
tconstruct:pick_head:0, Hard Carbon Pickaxe Head
tconstruct:pick_head:0, Boron Nitride Pickaxe Head
tconstruct:pick_head:0, Thorium Pickaxe Head
tconstruct:pick_head:0, Uranium Pickaxe Head
tconstruct:pick_head:0, Magnesium Pickaxe Head
tconstruct:pick_head:0, Chocolate Pickaxe Head
tconstruct:pick_head:0, Alumite Pickaxe Head
tconstruct:pick_head:0, Nickel Pickaxe Head
tconstruct:pick_head:0, Invar Pickaxe Head
tconstruct:pick_head:0, Iridium Pickaxe Head
tconstruct:pick_head:0, Sapphire Pickaxe Head
tconstruct:pick_head:0, Ruby Pickaxe Head
tconstruct:pick_head:0, Peridot Pickaxe Head
tconstruct:pick_head:0, Malachite Pickaxe Head
tconstruct:pick_head:0, Amber Pickaxe Head
tconstruct:pick_head:0, Topaz Pickaxe Head
tconstruct:pick_head:0, Tanzanite Pickaxe Head
tconstruct:pick_head:0, Amethyst Pickaxe Head
tconstruct:pick_head:0, Psimetal Pickaxe Head
tconstruct:pick_head:0, Psigem Pickaxe Head
tconstruct:pick_head:0, Certus Quartz Pickaxe Head
tconstruct:pick_head:0, Fluix Crystal Pickaxe Head
tconstruct:pick_head:0, Aluminium Pickaxe Head
tconstruct:pick_head:0, Chrome Pickaxe Head
tconstruct:pick_head:0, Manganese Pickaxe Head
tconstruct:pick_head:0, Molybdenum Pickaxe Head
tconstruct:pick_head:0, Neodymium Pickaxe Head
tconstruct:pick_head:0, Darmstadtium Pickaxe Head
tconstruct:pick_head:0, Osmium Pickaxe Head
tconstruct:pick_head:0, Palladium Pickaxe Head
tconstruct:pick_head:0, Titanium Pickaxe Head
tconstruct:pick_head:0, Tungsten Pickaxe Head
tconstruct:pick_head:0, Uranium-235 Pickaxe Head
tconstruct:pick_head:0, Brass Pickaxe Head
tconstruct:pick_head:0, Magnalium Pickaxe Head
tconstruct:pick_head:0, Stainless Steel Pickaxe Head
tconstruct:pick_head:0, Ultimet Pickaxe Head
tconstruct:pick_head:0, Wrought Iron Pickaxe Head
tconstruct:pick_head:0, Osmiridium Pickaxe Head
tconstruct:pick_head:0, Sterling Siver Pickaxe Head
tconstruct:pick_head:0, Rose Gold Pickaxe Head
tconstruct:pick_head:0, Black Bronze Pickaxe Head
tconstruct:pick_head:0, Bismuth Bronze Pickaxe Head
tconstruct:pick_head:0, Black Steel Pickaxe Head
tconstruct:pick_head:0, Red Steel Pickaxe Head
tconstruct:pick_head:0, Blue Steel Pickaxe Head
tconstruct:pick_head:0, Damascus Steel Pickaxe Head
tconstruct:pick_head:0, Tungstensteel Pickaxe Head
tconstruct:pick_head:0, Cobalt Brass Pickaxe Head
tconstruct:pick_head:0, Tungsten Carbide Pickaxe Head
tconstruct:pick_head:0, Vanadiumsteel Pickaxe Head
tconstruct:pick_head:0, HSS-G Pickaxe Head
tconstruct:pick_head:0, HSS-E Pickaxe Head
tconstruct:pick_head:0, HSS-S Pickaxe Head
tconstruct:pick_head:0, Naquadah Pickaxe Head
tconstruct:pick_head:0, Naquadah Alloy Pickaxe Head
tconstruct:pick_head:0, Enriched Naquadah Pickaxe Head
tconstruct:pick_head:0, Tritanium Pickaxe Head
tconstruct:pick_head:0, Duranium Pickaxe Head
tconstruct:pick_head:0, Neutronium Pickaxe Head
tconstruct:pick_head:0, Blue Topaz Pickaxe Head
tconstruct:pick_head:0, Diamond Pickaxe Head
tconstruct:pick_head:0, Emerald Pickaxe Head
tconstruct:pick_head:0, Green Sapphire Pickaxe Head
tconstruct:pick_head:0, Olivine Pickaxe Head
tconstruct:pick_head:0, Opal Pickaxe Head
tconstruct:pick_head:0, Red Garnet Pickaxe Head
tconstruct:pick_head:0, Yellow Garnet Pickaxe Head
tconstruct:pick_head:0, Vinteum Pickaxe Head
tconstruct:pick_head:0, Bloodwood Pickaxe Head
tconstruct:pick_head:0, Fusewood Pickaxe Head
tconstruct:pick_head:0, Ghostwood Pickaxe Head
tconstruct:pick_head:0, Darkwood Pickaxe Head
tconstruct:pick_head:0, Emerald Pickaxe Head
tconstruct:shovel_head:0, Wooden Shovel Head
tconstruct:shovel_head:0, Stone Shovel Head
tconstruct:shovel_head:0, Flint Shovel Head
tconstruct:shovel_head:0, Cactus Shovel Head
tconstruct:shovel_head:0, Bone Shovel Head
tconstruct:shovel_head:0, Obsidian Shovel Head
tconstruct:shovel_head:0, Prismarine Shovel Head
tconstruct:shovel_head:0, End Shovel Head
tconstruct:shovel_head:0, Paper Shovel Head
tconstruct:shovel_head:0, Sponge Shovel Head
tconstruct:shovel_head:0, Firewood Shovel Head
tconstruct:shovel_head:0, Iron Shovel Head
tconstruct:shovel_head:0, Pig Iron Shovel Head
tconstruct:shovel_head:0, Knightslime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Slime Shovel Head
tconstruct:shovel_head:0, Magma Slime Shovel Head
tconstruct:shovel_head:0, Netherrack Shovel Head
tconstruct:shovel_head:0, Cobalt Shovel Head
tconstruct:shovel_head:0, Ardite Shovel Head
tconstruct:shovel_head:0, Manyullyn Shovel Head
tconstruct:shovel_head:0, Copper Shovel Head
tconstruct:shovel_head:0, Bronze Shovel Head
tconstruct:shovel_head:0, Lead Shovel Head
tconstruct:shovel_head:0, Silver Shovel Head
tconstruct:shovel_head:0, Electrum Shovel Head
tconstruct:shovel_head:0, Steel Shovel Head
tconstruct:shovel_head:0, Treated Wood Shovel Head
tconstruct:shovel_head:0, Constantan Shovel Head
tconstruct:shovel_head:0, Ancient Metal Shovel Head
tconstruct:shovel_head:0, Tar Shovel Head
tconstruct:shovel_head:0, Boron Shovel Head
tconstruct:shovel_head:0, Tough Alloy Shovel Head
tconstruct:shovel_head:0, Hard Carbon Shovel Head
tconstruct:shovel_head:0, Boron Nitride Shovel Head
tconstruct:shovel_head:0, Thorium Shovel Head
tconstruct:shovel_head:0, Uranium Shovel Head
tconstruct:shovel_head:0, Magnesium Shovel Head
tconstruct:shovel_head:0, Chocolate Shovel Head
tconstruct:shovel_head:0, Alumite Shovel Head
tconstruct:shovel_head:0, Nickel Shovel Head
tconstruct:shovel_head:0, Invar Shovel Head
tconstruct:shovel_head:0, Iridium Shovel Head
tconstruct:shovel_head:0, Sapphire Shovel Head
tconstruct:shovel_head:0, Ruby Shovel Head
tconstruct:shovel_head:0, Peridot Shovel Head
tconstruct:shovel_head:0, Malachite Shovel Head
tconstruct:shovel_head:0, Amber Shovel Head
tconstruct:shovel_head:0, Topaz Shovel Head
tconstruct:shovel_head:0, Tanzanite Shovel Head
tconstruct:shovel_head:0, Amethyst Shovel Head
tconstruct:shovel_head:0, Psimetal Shovel Head
tconstruct:shovel_head:0, Psigem Shovel Head
tconstruct:shovel_head:0, Certus Quartz Shovel Head
tconstruct:shovel_head:0, Fluix Crystal Shovel Head
tconstruct:shovel_head:0, Aluminium Shovel Head
tconstruct:shovel_head:0, Chrome Shovel Head
tconstruct:shovel_head:0, Manganese Shovel Head
tconstruct:shovel_head:0, Molybdenum Shovel Head
tconstruct:shovel_head:0, Neodymium Shovel Head
tconstruct:shovel_head:0, Darmstadtium Shovel Head
tconstruct:shovel_head:0, Osmium Shovel Head
tconstruct:shovel_head:0, Palladium Shovel Head
tconstruct:shovel_head:0, Titanium Shovel Head
tconstruct:shovel_head:0, Tungsten Shovel Head
tconstruct:shovel_head:0, Uranium-235 Shovel Head
tconstruct:shovel_head:0, Brass Shovel Head
tconstruct:shovel_head:0, Magnalium Shovel Head
tconstruct:shovel_head:0, Stainless Steel Shovel Head
tconstruct:shovel_head:0, Ultimet Shovel Head
tconstruct:shovel_head:0, Wrought Iron Shovel Head
tconstruct:shovel_head:0, Osmiridium Shovel Head
tconstruct:shovel_head:0, Sterling Siver Shovel Head
tconstruct:shovel_head:0, Rose Gold Shovel Head
tconstruct:shovel_head:0, Black Bronze Shovel Head
tconstruct:shovel_head:0, Bismuth Bronze Shovel Head
tconstruct:shovel_head:0, Black Steel Shovel Head
tconstruct:shovel_head:0, Red Steel Shovel Head
tconstruct:shovel_head:0, Blue Steel Shovel Head
tconstruct:shovel_head:0, Damascus Steel Shovel Head
tconstruct:shovel_head:0, Tungstensteel Shovel Head
tconstruct:shovel_head:0, Cobalt Brass Shovel Head
tconstruct:shovel_head:0, Tungsten Carbide Shovel Head
tconstruct:shovel_head:0, Vanadiumsteel Shovel Head
tconstruct:shovel_head:0, HSS-G Shovel Head
tconstruct:shovel_head:0, HSS-E Shovel Head
tconstruct:shovel_head:0, HSS-S Shovel Head
tconstruct:shovel_head:0, Naquadah Shovel Head
tconstruct:shovel_head:0, Naquadah Alloy Shovel Head
tconstruct:shovel_head:0, Enriched Naquadah Shovel Head
tconstruct:shovel_head:0, Tritanium Shovel Head
tconstruct:shovel_head:0, Duranium Shovel Head
tconstruct:shovel_head:0, Neutronium Shovel Head
tconstruct:shovel_head:0, Blue Topaz Shovel Head
tconstruct:shovel_head:0, Diamond Shovel Head
tconstruct:shovel_head:0, Emerald Shovel Head
tconstruct:shovel_head:0, Green Sapphire Shovel Head
tconstruct:shovel_head:0, Olivine Shovel Head
tconstruct:shovel_head:0, Opal Shovel Head
tconstruct:shovel_head:0, Red Garnet Shovel Head
tconstruct:shovel_head:0, Yellow Garnet Shovel Head
tconstruct:shovel_head:0, Vinteum Shovel Head
tconstruct:shovel_head:0, Bloodwood Shovel Head
tconstruct:shovel_head:0, Fusewood Shovel Head
tconstruct:shovel_head:0, Ghostwood Shovel Head
tconstruct:shovel_head:0, Darkwood Shovel Head
tconstruct:shovel_head:0, Emerald Shovel Head
tconstruct:axe_head:0, Wooden Axe Head
tconstruct:axe_head:0, Stone Axe Head
tconstruct:axe_head:0, Flint Axe Head
tconstruct:axe_head:0, Cactus Axe Head
tconstruct:axe_head:0, Bone Axe Head
tconstruct:axe_head:0, Obsidian Axe Head
tconstruct:axe_head:0, Prismarine Axe Head
tconstruct:axe_head:0, End Axe Head
tconstruct:axe_head:0, Paper Axe Head
tconstruct:axe_head:0, Sponge Axe Head
tconstruct:axe_head:0, Firewood Axe Head
tconstruct:axe_head:0, Iron Axe Head
tconstruct:axe_head:0, Pig Iron Axe Head
tconstruct:axe_head:0, Knightslime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Slime Axe Head
tconstruct:axe_head:0, Magma Slime Axe Head
tconstruct:axe_head:0, Netherrack Axe Head
tconstruct:axe_head:0, Cobalt Axe Head
